resume,url,lead_paragraph,source,headline,keywords,date,byline,uri,sentiment
"The overall 2021 increase in the gross domestic product was the biggest in decades as the pandemic’s effects eased, though challenges persist.",https://www.nytimes.com/2022/01/27/business/us-gdp-4q-2021.html,The U.S. economy ended last year with a flourish as consumer spending and business investment helped loosen the pandemic’s stubborn grip.,The New York Times,"{'main': 'U.S. Economy Grew 1.7% in 4th Quarter, Capping a Strong Year', 'kicker': None, 'content_kicker': None, 'print_headline': 'Economy in 2021  Surged by 5.7%,  Best in Decades', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'United States Economy', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Supply Chain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Inflation (Economics)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Gross Domestic Product', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Reserve System', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus Omicron Variant', 'rank': 7, 'major': 'N'}]",2022-01-27T10:00:20+0000,"{'original': 'By Talmon Joseph Smith', 'person': [{'firstname': 'Talmon', 'middlename': 'Joseph', 'lastname': 'Smith', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",nyt://article/f96b06cc-29f5-5d92-9e1f-3f109e118fcc,0.0
"Kim Jong-un, the North Korean leader, has done six missile tests this month — equal to all of 2021 — and called on the nation to prepare for “long-term confrontation.”",https://www.nytimes.com/2022/01/27/us/politics/north-korea-biden-missile-tests.html,"WASHINGTON — After North Korea ushered in the new year with four sets of ballistic missile tests this month, the Biden administration turned to a well-thumbed page in the Washington playbook: It called for more United Nations sanctions.",The New York Times,"{'main': 'Can Biden Avert a Crisis With North Korea?', 'kicker': 'NEWS Analysis', 'content_kicker': None, 'print_headline': 'North Korea Gives U.S. A New Crisis to Avert', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'North Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Nuclear Weapons', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Nuclear Tests', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Missiles and Missile Defense Systems', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Arms Control and Limitation and Disarmament', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Embargoes and Sanctions', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Kim Jong-un', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 10, 'major': 'N'}]",2022-01-27T10:00:17+0000,"{'original': 'By Edward Wong', 'person': [{'firstname': 'Edward', 'middlename': None, 'lastname': 'Wong', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",nyt://article/cc8d1b35-7f57-504d-a44f-ff18e074bc7b,0.0
"Given their tenuous majority, Democrats intend to act fast, anticipating roadblocks from Senator Mitch McConnell and Republicans.",https://www.nytimes.com/2022/01/26/us/politics/senate-democrats-breyer-vacancy.html,"WASHINGTON — Senate Democrats say they plan to move speedily to consider President Biden’s nominee for the Supreme Court vacancy created by the retirement of Justice Stephen G. Breyer, following the lead of Republicans who raced through the nomination of Justice Amy Coney Barrett in a matter of weeks before the 2020 elections.",The New York Times,"{'main': 'Senate Democrats Plan to Move Quickly on Successor to Justice Breyer', 'kicker': None, 'content_kicker': None, 'print_headline': 'With Midterms on Horizon, Senate Democrats Vow a Speedy Hearing', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Supreme Court (US)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Appointments and Executive Changes', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate Committee on the Judiciary', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Breyer, Stephen G', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'McConnell, Mitch', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Schumer, Charles E', 'rank': 11, 'major': 'N'}]",2022-01-27T00:36:30+0000,"{'original': 'By Carl Hulse', 'person': [{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",nyt://article/1ed09978-0dcc-5ee1-80bd-f6f9c7bf62c9,0.2
"After a series of legislative losses, the chance for President Biden to fulfill a promise by nominating a Black woman was seen by progressives as a chance to show he could still bring about change.",https://www.nytimes.com/2022/01/26/us/politics/democrats-stephen-breyer-retirement.html,"WASHINGTON — Black and progressive allies of President Biden, discouraged by dispiriting legislative losses on social spending and voting rights, said on Wednesday that they see the chance for Mr. Biden to name a replacement for Justice Stephen G. Breyer as a welcome opportunity for a shift in focus and a much-needed win.",The New York Times,"{'main': 'Breyer’s Retirement Gives Democrats a Dose of (Cautious) Optimism', 'kicker': None, 'content_kicker': None, 'print_headline': 'With the Announcement, Democrats Receive a Dose Of Cautious Optimism', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Appointments and Executive Changes', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court (US)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Breyer, Stephen G', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 7, 'major': 'N'}]",2022-01-27T00:24:49+0000,"{'original': 'By Katie Rogers and Annie Karni', 'person': [{'firstname': 'Katie', 'middlename': None, 'lastname': 'Rogers', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Annie', 'middlename': None, 'lastname': 'Karni', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}], 'organization': None}",nyt://article/35f901b2-00d6-5073-b82e-6ae6bd93990d,-0.16666666666666666
"Though Democrats do not need to worry about Republicans using a filibuster against the forthcoming nominee, winning confirmation is no slam dunk.",https://www.nytimes.com/2022/01/26/us/politics/biden-scotus-nominee-filibuster.html,"While Democrats failed last week to upend the Senate filibuster to pass new voting rights laws, they do not have to change any rules to thwart a Republican filibuster against a Supreme Court nominee — those changes have already been made.",The New York Times,"{'main': 'Here’s why Republicans can’t filibuster President Biden’s Supreme Court nominee.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Filibuster Isn’t Option on Nomination of Justice', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'United States Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Filibusters and Debate Curbs', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Courts and the Judiciary', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court (US)', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 8, 'major': 'N'}]",2022-01-26T23:00:06+0000,"{'original': 'By Carl Hulse', 'person': [{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",nyt://article/803bde1d-bcb7-5f40-8693-9c3081d9d8a7,0.5
"At 45, she would be younger than all but one of the current justices were when they were nominated.",https://www.nytimes.com/2022/01/26/us/politics/justice-leondra-r-kruger.html,Justice Leondra R. Kruger of the California Supreme Court has many of the qualifications typical of nominees for vacancies on the U.S. Supreme Court.,The New York Times,"{'main': 'Justice Leondra R. Kruger of the California Supreme Court is a possible nominee.', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Kluger, Leondra R', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Breyer, Stephen G', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court (US)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Supreme Courts (State)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 6, 'major': 'N'}]",2022-01-26T21:14:08+0000,"{'original': 'By Adam Liptak', 'person': [{'firstname': 'Adam', 'middlename': None, 'lastname': 'Liptak', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",nyt://article/b8c5745a-bdc9-536c-98f0-c4f3297f0eab,0.0
American and Kurdish-led forces once beat back the Islamic State in Syria. Now they are fighting together again.,https://www.nytimes.com/2022/01/26/world/middleeast/us-kurds-syria.html,"For U.S. forces in Syria, an on-again off-again alliance is very much on again.",The New York Times,"{'main': 'The U.S.-Kurd alliance in Syria has a tangled history.', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Syria', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Syrian Democratic Forces', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Kurds', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Islamic State in Iraq and Syria (ISIS)', 'rank': 5, 'major': 'N'}]",2022-01-26T21:06:28+0000,"{'original': 'By Cora Engelbrecht', 'person': [{'firstname': 'Cora', 'middlename': None, 'lastname': 'Engelbrecht', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",nyt://article/b5dfc53a-8bba-5231-b505-699ab0cb4eea,0.0
"The leases, reinstated during the Trump years, would have allowed a Chilean mining conglomerate to dig for copper and nickel near the Boundary Waters wilderness in Minnesota.",https://www.nytimes.com/2022/01/26/climate/boundary-waters-copper-mining.html,The Biden administration said Wednesday that it had canceled two mining leases that would have allowed a copper mine to be built near an area of pristine wilderness in Minnesota.,The New York Times,"{'main': 'Biden Administration Cancels Mining Leases Near Wilderness Area', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Global Warming', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Greenhouse Gas Emissions', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Mines and Mining', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Copper, Brass and Bronze', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Interior Department', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Luksic, Andronico', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Minnesota', 'rank': 8, 'major': 'N'}]",2022-01-26T20:26:56+0000,"{'original': 'By Hiroko Tabuchi', 'person': [{'firstname': 'Hiroko', 'middlename': None, 'lastname': 'Tabuchi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",nyt://article/778f83c3-28a3-5294-b29b-ee3886288ed0,0.1
"Representative James E. Clyburn, Democrat of South Carolina, supports a little-known federal judge in his home state: J. Michelle Childs.",https://www.nytimes.com/2022/01/26/us/politics/j-michelle-childs.html,"Days after President Biden was sworn in last year, one of his top congressional allies went to the White House with the name of a judge he believed should be appointed to the Supreme Court.",The New York Times,"{'main': 'A top Biden ally has a favored candidate to replace Justice Breyer: Judge J. Michelle Childs.', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Childs, J Michelle', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Carolina', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Appeals Courts (US)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Clyburn, James E', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 6, 'major': 'N'}]",2022-01-26T20:15:57+0000,"{'original': 'By Michael S. Schmidt', 'person': [{'firstname': 'Michael', 'middlename': 'S.', 'lastname': 'Schmidt', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",nyt://article/fec3ef95-9066-5036-a2b5-6eaa5c67b7c2,0.0
"Judge Jackson, 51, already successfully went through the Senate confirmation process last year.",https://www.nytimes.com/2022/01/26/us/politics/ketanji-brown-jackson-supreme-court.html,"Attention quickly turned on Wednesday to Judge Ketanji Brown Jackson as one of a small number of likely options who could fulfill President Biden’s pledge to nominate the first Black woman to the Supreme Court, after the disclosure that Justice Stephen G. Breyer has decided to retire.",The New York Times,"{'main': 'Judge Ketanji Brown Jackson is among the leading candidates to succeed Justice Breyer.', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Jackson, Ketanji Brown (1970- )', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Appeals Courts (US)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Breyer, Stephen G', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court (US)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 6, 'major': 'N'}]",2022-01-26T19:13:31+0000,"{'original': 'By Charlie Savage', 'person': [{'firstname': 'Charlie', 'middlename': None, 'lastname': 'Savage', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",nyt://article/42949a90-9d55-58fe-a7d5-cb1e4f06a60f,0.375
"Recent changes in Senate rules mean a nominee can be confirmed with a bare majority, but Democrats will have to hold their narrow ranks together.",https://www.nytimes.com/2022/01/26/us/politics/supreme-court-nominee-nomination-biden-democrats.html,"WASHINGTON — Democrats could confirm a successor to Justice Stephen G. Breyer without any Republican support under Senate rules that shield a Supreme Court nomination from a filibuster, but would have to hold their bare majority together to do so.",The New York Times,"{'main': 'Democrats can seat a new justice on their own, even if Republicans unite in opposition.', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Federal Courts (US)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate Committee on the Judiciary', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court (US)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Breyer, Stephen G', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Durbin, Richard J', 'rank': 9, 'major': 'N'}]",2022-01-26T18:19:09+0000,"{'original': 'By Carl Hulse', 'person': [{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",nyt://article/1814a276-70bb-5390-a96f-ef0a26da7393,-0.0125
The decision gives President Biden a window to fulfill a campaign pledge to nominate a Black woman to the court.,https://www.nytimes.com/2022/01/26/us/stephen-breyer-retire-supreme-court.html,Follow live coverage on Stephen Breyer’s retirement from the Supreme Court.,The New York Times,"{'main': 'Justice Breyer to Retire From Supreme Court', 'kicker': None, 'content_kicker': None, 'print_headline': 'Breyer to Retire, Giving Biden a Court Pick', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Breyer, Stephen G', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court (US)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Appointments and Executive Changes', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 8, 'major': 'N'}]",2022-01-26T17:14:22+0000,"{'original': 'By Adam Liptak', 'person': [{'firstname': 'Adam', 'middlename': None, 'lastname': 'Liptak', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",nyt://article/0c7525a6-a1fc-55e0-b78b-7cf8472bede9,-0.16666666666666666
Coast Guard officials said a search was still underway for 38 migrants missing after a boat capsized off Florida. The situation looked increasingly dire.,https://www.nytimes.com/2022/01/26/us/capsized-boat-florida.html,[The Coast Guard suspended its search for victims after recovering the bodies of five migrants.],The New York Times,"{'main': 'A Surge at Sea: Migrants Seek Entry to the U.S. Aboard Flimsy Boats', 'kicker': None, 'content_kicker': None, 'print_headline': 'Rise in Migrants at Sea  Poses a Worry for Biden', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Maritime Accidents and Safety', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drownings', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Rescues', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'United States Coast Guard', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Illegal Immigration', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Smuggling', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Human Trafficking', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahama Islands', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Florida', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Bimini (Bahamas)', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Fort Pierce (Fla)', 'rank': 11, 'major': 'N'}]",2022-01-26T15:22:26+0000,"{'original': 'By Frances Robles and Miriam Jordan', 'person': [{'firstname': 'Frances', 'middlename': None, 'lastname': 'Robles', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Miriam', 'middlename': None, 'lastname': 'Jordan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}], 'organization': None}",nyt://article/49ff3093-35db-5823-bef1-7d1c230441ee,-0.2
